simulation_count,transformation,server_transformation,rotation_error,translation_error,elapsed_time
0,"-0.396973,0.000000,-0.917830,-1006.786198;0.000000,1.000000,0.000000,-502.601396;0.917830,0.000000,-0.396973,-1707.582303;0.000000,0.000000,0.000000,1.000000","-0.396973,-0.000000,0.917830,1167.603456;-0.000000,1.000000,-0.000000,502.601396;-0.917830,0.000000,-0.396973,-1601.923201;0.000000,0.000000,0.000000,1.000000",0.0,3.2155493553843715e-13,4.849348082992947
0,"-0.396973,0.000000,-0.917830,-1006.786198;0.000000,1.000000,0.000000,-502.601396;0.917830,0.000000,-0.396973,-1707.582303;0.000000,0.000000,0.000000,1.000000","-0.397670,-0.004895,0.917515,1174.716271;-0.008396,0.999963,0.001696,497.782811;-0.917490,-0.007029,-0.397697,-1589.598009;0.000000,0.000000,-0.000000,1.000000",0.4928005670546478,15.024022361900453,4.006472290988313
0,"-0.396973,0.000000,-0.917830,-1006.786198;0.000000,1.000000,0.000000,-502.601396;0.917830,0.000000,-0.396973,-1707.582303;0.000000,0.000000,0.000000,1.000000","-0.397063,-0.000818,0.917791,1168.878736;-0.000148,1.000000,0.000827,500.867568;-0.917791,0.000193,-0.397063,-1602.173978;0.000000,0.000000,0.000000,1.000000",0.04848578267294946,2.1668838662342593,4.049304750020383
0,"0.762114,0.000000,-0.647443,8818.427904;0.000000,1.000000,0.000000,-853.456852;0.647443,0.000000,0.762114,6365.466094;0.000000,0.000000,0.000000,1.000000","0.762114,-0.000000,0.647443,-10841.922722;0.000000,1.000000,0.000000,853.456852;-0.647443,-0.000000,0.762114,858.219668;0.000000,0.000000,0.000000,1.000000",0.0,2.4330045743036743e-12,4.548121165978955
0,"0.762114,0.000000,-0.647443,8818.427904;0.000000,1.000000,0.000000,-853.456852;0.647443,0.000000,0.762114,6365.466094;0.000000,0.000000,0.000000,1.000000","0.764711,-0.000925,0.644373,-10845.801659;0.002640,0.999995,-0.001697,843.956722;-0.644368,0.002998,0.764709,839.849778;-0.000000,-0.000000,-0.000000,1.000000",0.2922996281087049,21.04166109721107,3.8161219169851393
0,"0.762114,0.000000,-0.647443,8818.427904;0.000000,1.000000,0.000000,-853.456852;0.647443,0.000000,0.762114,6365.466094;0.000000,0.000000,0.000000,1.000000","0.763048,-0.000094,0.646342,-10843.724900;0.001116,0.999999,-0.001173,850.499228;-0.646341,0.001616,0.763047,849.846254;0.000000,0.000000,0.000000,1.000000",0.12427959073760932,9.061427049018995,4.432055791985476
0,"0.998969,0.000000,-0.045397,333.212266;0.000000,1.000000,0.000000,395.836770;0.045397,0.000000,0.998969,-1717.891779;0.000000,0.000000,0.000000,1.000000","0.998969,-0.000000,0.045397,-254.881389;0.000000,1.000000,-0.000000,-395.836770;-0.045397,0.000000,0.998969,1731.247543;0.000000,0.000000,0.000000,1.000000",0.0,2.8995715967668842e-12,4.902569792000577
0,"0.998969,0.000000,-0.045397,333.212266;0.000000,1.000000,0.000000,395.836770;0.045397,0.000000,0.998969,-1717.891779;0.000000,0.000000,0.000000,1.000000","0.999432,0.031512,-0.011907,-450.291251;-0.030741,0.997714,0.060180,-313.878573;0.013776,-0.059779,0.998117,1970.434356;-0.000000,-0.000000,-0.000000,1.000000",5.1142886034758215,319.5504515322285,4.007025166996755
0,"0.998969,0.000000,-0.045397,333.212266;0.000000,1.000000,0.000000,395.836770;0.045397,0.000000,0.998969,-1717.891779;0.000000,0.000000,0.000000,1.000000","0.998640,0.002676,0.052068,-187.402310;-0.002884,0.999988,0.003928,-392.366342;-0.052056,-0.004073,0.998636,1785.976100;0.000000,0.000000,0.000000,1.000000",0.4734354586001771,86.95219888440405,3.834843874996295
0,"0.187864,0.000000,-0.982195,937.388526;0.000000,1.000000,0.000000,-661.071390;0.982195,0.000000,0.187864,3709.163757;0.000000,0.000000,0.000000,1.000000","0.187864,-0.000000,0.982195,-3819.223810;-0.000000,1.000000,0.000000,661.071390;-0.982195,-0.000000,0.187864,223.880590;0.000000,0.000000,0.000000,1.000000",0.0,1.4165306986771056e-12,5.113580707984511
0,"0.187864,0.000000,-0.982195,937.388526;0.000000,1.000000,0.000000,-661.071390;0.982195,0.000000,0.187864,3709.163757;0.000000,0.000000,0.000000,1.000000","0.350925,0.077297,0.933208,-4142.498388;-0.016661,0.996945,-0.076311,715.149410;-0.936255,0.011231,0.351141,87.809165;-0.000000,-0.000000,-0.000000,1.000000",10.732422456813886,354.8891629126429,4.2175822500139475
0,"0.187864,0.000000,-0.982195,937.388526;0.000000,1.000000,0.000000,-661.071390;0.982195,0.000000,0.187864,3709.163757;0.000000,0.000000,0.000000,1.000000","0.193234,-0.000180,0.981153,-3828.403990;-0.000607,1.000000,0.000303,662.526688;-0.981153,-0.000654,0.193234,220.395625;0.000000,0.000000,0.000000,1.000000",0.31582990255576276,9.926660273566775,4.036368500004755
